"title","task_title","note"
"Restaurants","Shiro (札幌)","北海道札幌市中央区南四条西24-1-24\n(地下鉄東西線円山公園駅から徒歩6 or 円山公園駅から413m)\nTel: 011-521-4060\nhttp://tabelog.com/hokkaido/A0101/A010105/1002175/\nhttp://yakitori-shiro.com/\nClosed Mondays"
"Restaurants","Molière (札幌)","French\n北海道札幌市中央区宮ケ丘2-1-1 ラファイエット宮ヶ丘　１Ｆ\n(札幌市営地下鉄東西線「円山公園」駅3番出口より徒歩約10分。or  西２８丁目駅から429m)\nhttp://tabelog.com/hokkaido/A0101/A010105/1000022/\nhttp://www.sapporo-moliere.com/\nClosed Wednesdays"
"Restaurants","彩未 (札幌)","Ramen\n北海道札幌市豊平区美園10条5-3-12\n(美園駅3番出口より徒歩５分)\n11:00～15:15\n17:00～19:30 (L.O.)\nOpen Sundays; Monday closed\nhttp://tabelog.com/hokkaido/A0101/A010303/1000018/\n"
"Restaurants","Valore (美瑛)","Italian\n北海道上川郡美瑛町美沢共生\n(道北バス美瑛白金線 ｢美沢13線｣ 停留所 徒歩5分 or JR ｢美瑛｣ 駅から 車で10分)\nTel: 0166-92-2210\nhttp://tabelog.com/hokkaido/A0104/A010403/1005335/\nhttp://www.biei-valore.com/"
"Restaurants","58th & 9th - Halal (next to Hudson Hotel) truck","Chicken salad, veg rice"
"Restaurants","Best Chinese food","1. Frank’s Noodle House – 14.16%  $\n\n    Noodles made the old fashioned way by stretching and folding the dough. Northwest Chinese cuisine\n    822 NE Broadway St., Portland OR 97232  Map  (503) 288-1007\n\n \n\n2. Shandong – 10.62%  $$\n\n    Mostly classic, Northern Chinese dishes. Annoying website without prices.\n    3724 Northeast Broadway Street  Portland, OR 97232  Map  (503) 287-0331\n\n \n\n3. Lucky Strike – 8.85%  (tied with Taste of Sichuan)  $$\n\n    Spicy Sichuan cuisine. Funky spot.\n    3862 Southeast Hawthorne Boulevard  Portland, OR 97214  Map  (503) 206-8292\n\n \n\n3b. Taste of Sichuan – 8.85%  $$\n\n    SW China, contemporary Sichuan cuisine and hot pots\n    16261 Northwest Cornell Road  Beaverton, OR 97006  Map  (503) 629-7001\n    1825 SE 164th Ave #110, Vancouver, WA 98683  Map  (360) 253-8133\n\n \n\n4. Wong’s King Seafood - 8.63%  $$$\n\n    Banquet style with a focus on seafood, dim sum. My review\n    I don’t think it is nearly as good as it used to be.\n    8733 Southeast Division Street  Portland, OR 97266  Map  (503) 788-8883\n\n \n\n5. Ocean City Restaurant – 7.96%  $$\n\n    Varied regions, dim sum, classic Chinese cuisine and seafood, banquet style.\n    A recent visit left me so unimpressed I couldn’t finish the food.\n    3016 Southeast 82nd Avenue  Portland, OR 97266  Map  (503) 771-2299\n\n \n\n6. Szechuan Chef - 6.86%  $$$\n\n    Szechuan food and hot pot with all-you-can-eat selection.\n    Southwest Macadam Ave., Portland, OR 97239  Map  (503) 227-3136\n\n\n7. HK Cafe – Red Tea House – 3.98%  $$\n\n    Dim sum, banquet style. Classic Chinese staples\n    4410 Southeast 82nd Ave., Portland, OR 97266  Map  (503) 771-8866"
"Restaurants","Game: Life of Riley",""
"Restaurants","Game: The Station on Alberta",""
"Restaurants","Open Source Café","3423 SE Belmont St\nOpening Date: Now Open!\n\nIf you wax nostalgic about fried bologna, this new Belmont food cart is for you. Started by a former software programmer at the urging of his young daughters, Open Source vends vegan American comfort food like chili dogs, biscuits and gravy, and, yes, fried bologna and cheese on white. Overall, the menu isn’t exactly extraordinary, but it is cheap and easy—just like mom used to make. Order a Stilly Cheesephake, the cart’s signature dish, a seitan Philly that gives DC Vegetarian a run for its money."
"Restaurants","Maurice","Modern Pastry Luncheonette \n\nOpen Mon-Sat 10am to 7pm. Shut Sunday.\nFer Vermut 4pm to close. Postre and Fika all day.\n\n921 SW Øak Street, Portland • 503.224.9921"
"Restaurants","Urban Green Vege-terranean Deli","927 NW 14th Ave\nOpening Date: Now Open!         \n\nThis sister shop to Pearl District coffeehouse Urban Grind offers an all vegetarian deli filled with flavorful Middle Eastern favorites. Take advantage of the array of authentic old world recipes with the build your own bowl option; pile a plate high with kale quinoa tabbouleh, fava bean salad, and collard stems in tahini. Most items are gluten-free, vegan, and—according to all we’ve heard about the Mediterranean diet—some of the healthiest lunch options around."
"Restaurants","Blitz",""
"Restaurants","[La Jolla] PrepKitchen","dinner\nbrunch"
"Restaurants","[Little Italy] Craft & Commerce","cocktails\ncomfort food"
"Restaurants","[Gaslamp] Donut Bar","fancy/gourmet donuts\nsell out early"
"Restaurants","[Hillcrest] Hash House A Go Go","brunch"
"Restaurants","[North Park] Crazee Burger","wild animal burgers"
"Restaurants","[Pacific Beach] PB Fish Shop","variety of fish tacos\ncraft beers"
"Restaurants","[South Park] Marscio's German Taco Truck","fish tacos\nfree soup\nceviche"
"Restaurants","[Mission Valley] Sab-e-Lee","hole-in-the-wall\nThai\nlimited seating"
"Restaurants","[La Jolla] The Cottage","quaint, long line\nbrunch, french toast\nfree coffee during wait"
"Restaurants","[Kensington] Bleu Boheme","French food"
"Restaurants","[North Park] Cafe 21","local\nhippie food\nsangria"
"Restaurants","[South Park] Buona Forchetta","Italian Pizza"
"Restaurants","[Normal Heights] Viva Pops","organic popsicles"
"Restaurants","[Normal Heights] Soda & Swine","meatballs"
"Restaurants","[North Park] Mama's Bakery","hole-in-the-wall\nLebanese\nfalafel"
"Restaurants","[North Park] The Mission","Breakfast or lunch\nCoffee\nMexican Food"
"Restaurants","[Normal Heights] Mariposa Ice Cream","homemade ice cream"
"Restaurants","Publico","Rue Van Artevelde 32"
"Restaurants","Chang Thai Imbiss ","Berrenratherstr"
"Restaurants ","West Bridge","Egg in a jar"
"Restaurants ","O Ya","Oyster with squid ink bubbles "
"Restaurants","Monkey Bar in Bandra",""
"Restaurants","Kevin Gillespie","Gunshow "
"Restaurants","Ford Fry","West Side\n- JCT Kitchen\n- The Optimist\n\nOld 4th Ward\n- Superica (Krog)\n\nBuckhead\n- King & Duke\n- St. Cecilia\n\nDecatur\n- No. 246\n\nAlpharetta \n- The El Felix (Avalon)"
"Restaurants","Steven Satterfield","Miller Union "
"Restaurants","Sean Brock","Charleston, SC\n- Husk\n- McCrady's"
"Restaurants","Richard Blaise","Midtown\n- The Spence\n- Flip Burger\n- HD1"
"Restaurants","Hugh Acheson","Midtown \n- Empire State South"
"Restaurants","Linton Hopkins","Buckhead\n- Holeman & Finch\n- Restaurant Eugene\n\nMidtown\n- Cafe at Botanical Garden"
"Restaurants","14 Secret Supper Clubs in LA - Plus How to Get in","http://www.thrillist.com/eat/los-angeles/14-secret-supper-clubs-in-la-plus-how-to-get-in"
"Restaurants","Where to Get Your Jamaican Food Fix in L.A.","You can taste a country’s history in the cuisine, and Jamaican food — from jerk chicken to curry shrimp to rum cake — is definitely a dense history lesson. The population developed from a mix of indigenous people, Spanish and English colonizers, slaves brought from West Africa, and Chinese and... \nhttp://www.laweekly.com/restaurants/where-to-get-your-jamaican-food-fix-in-la-5464255"
"Restaurants","14 Easy Meal Upgrades For Impossibly Lazy Cooks","Transform boxed mac 'n' cheese – and more – with five ingredients or less. Mom would be so proud. \nhttp://www.buzzfeed.com/melissaharrison/meals-for-lazy-cooks"
"Restaurants","Donut Bar in Downtown San Diego","San Diego's Gourmet Donuts (Doughnuts). Donut Bar daily gourmet donuts and coffee specials. Featured gourmet donuts of the day. \nhttp://donutbarsandiego.com/"
"Restaurants","BO-Beau kitchen + roof tap","http://www.cohnrestaurants.com/bobeaukitchenrooftap"
"Restaurants","LA ZEEZ Pita Grill","http://lazeezpitagrill.com/?p=menu"
"Restaurants","NYC","●	Spotted Pig? ●	Smalls Jazz Club 183 W 10th St 9:30-12 / La Lanterna Bar Next Door 129 Macdougal St 8:30p (212) 529-5945 "
"Restaurants","Pittsburgh","http://www.nytimes.com/video/travel/100000003776495/36-hours-in-pittsburgh.html?emc=edit_th_20150716&nl=todaysheadlines&nlid=48855893\n"
"Restaurants","U HARRYHO: https://www.facebook.com/langoseuharryho","sobota od 08:00 do 14:00"
"Restaurants","PRAHA vietnam","Vietnamské restaurace v Praze k ochutnání jsou:\n\n    Red Hot Chilli v Karlíně (dělají i bánh mì a vietnamskou kávu)\n    Pho Vietnam na Jiřáku\n    Pho u Karláku\n    Asian Fast Food Binh Minh (pozor — velmi zběsilý mix!)\n    Vietnamský bufet v Holešovické tržnici\n    Remember u Bílé labutě\n    Hai Há (záchytný bod pro Bún chả v tržnici SAPA)\n    Sông Lam u Národní třídy (úplně nové, dosud nezmapováno)\n\nNa Scuku samozřejmě neleníme a na vietnamskou vlnu se intenzivně připravujeme už nyní. Pokud používáte Foursquare, připravil jsem i jednoduchý seznam vietnamských podniků."
"Restaurants","Vinoteca","1940 11th street NW\nDuck-confit benedicts\nBocce ball court"
"Restaurants","Prime Rib","Prime Rib at Prime Rib"
"Restaurants","Soto",""
"Restaurants","Salumeria Rossi","Sara Andreas recommended on UWS Italian and tapas"
"Restaurants","Via Rosa - Über mich - Google+","https://plus.google.com/100155831601644854966/about"
"Restaurants","Fiedel: Die gemütliche Kneipe in Hannover-List","http://www.fiedel-hannover.de/"
"Restaurants","Herzlich Willkommen im Treibhaus","http://www.treibhaus-hannover.de/"
"Restaurants","Taj Mahal | Indisches Restaurant Hannover","http://www.tajmahal-hannover.de/"
"Restaurants","Abbey Tavern","5151 E Colfax (at Fairfax)"
"Restaurants","Four Friends Kitchen","2893 Roslyn between Town Center and King Soopers \n\nBreakfast / lunch / brunch"
"Restaurants","Zen Asian Sushi Bar & Grill","8354 Northfield Blvd\n"
"Restaurants","Iron Age kbbq NR","All you can eat"
"Restaurants","Burgers Options - Houston","Southwell's, Christians Tailgate, Becks Prime, Shepherd Park, Millers, Barnaby's, Witchcraft, Hubcap"
"Restaurants","Pinkerton's BBQ","http://www.pinkertonsbbq.com/"
"Restaurants","Houston Panini - Garden Oaks","http://houstonpanini.com/"
"Restaurants","Lighthouse Beach Bar & Grille","http://www.vblighthouse.com"
"Restaurants","Malbon Bros. BBQ","4.5*\nhttp://malbonbrothersbbq.com\nawesome prices"
"Restaurants","Mary's Restaurant","* 4.1 stars\n* http://marys-restaurant.com\n* Great prices\n* Local's choice for over 40 years"
"Restaurants","Captain Groovy's Grill and Raw Bar","* 4.1 stars\n* In Norfolk\n* http://www.captaingroovys.com\n* Kind of expensive, a lot of cajun this NOLA that, boiled shrimp instead of steamed though.\n* ""APPETIZER: N.O.L.A BBQ SHRIMP\nSauteed in a Cajun BBQ sauce served over toasted baguette….$10"". BBQ shrimp don't actually have any BBQ sauce its lots of butter and pepper and worchestershire sauce and spices NEVER ""BBQ sauce"" "
"Restaurants","Big Sam's Inlet Cafe & Raw Bar","http://bigsamsrawbar.com"
"Restaurants","Dockside Seafood Marina","* Family friendly\n* http://www.docksideva.com/ordereze/default.aspx\n* expensive - Kid's meals are $6-$11!!!!\n* Nah"
"Restaurants","Mahi Mah's","http://www.mahimahs.com"
"Restaurants","Harpoon Larry's Oyster Bar","* 3.6 Stars\n* http://www.harpoonlarryskillerseafood.com"
"Restaurants","Waterman's Surfside Grille","http://www.watermans.com/watermans_menu/appetizers/"
"Restaurants","Java Surf","no website"
"Restaurants","Planet Pizza","http://www.planetpizzaspacegrill.com\n* 4 Stars\n* Seems more geared to adults as opposed to Pizza Planet from Toy Story!"
"Restaurants","Doumar's (DDD)","http://www.doumars.com\n"
"Restaurants","Doc Taylor's Restaurant and Seaside Market Lounge","* Breakfast & lunch\n* http://doctaylors.com\n* Good prices\n* Tautog's"
"Restaurants","Ocean Eddie's Seafood Restaurant","http://www.oceaneddiesvabeach.com/home.html\n* cool but kind of expensive.\n* On the pier"
"Restaurants","Primo Pizza","???\nhttps://www.facebook.com/primopizzavb"
"Restaurants","Maui Wowi","C"
"Restaurants","Beach Bully BBQ","http://www.beachbully.com\n* 4 Stars\n* ""A casual family oriented restaurant""\n* Good price"
"Restaurants","Atlas Grill and Bar","3.6 stars\nhttp://www.atlasgrillandbar.com"
"Restaurants","Flour Child Bakery","http://www.iloveflourchildbakery.com/#!"
"Restaurants","Beach Pub (DDD)","http://www.beachpubvb.com\n* Diners, Drive-ins and Dives\n"
"Restaurants","Confetti Cafe and Gelato","http://www.confetticafe.com"
"Restaurants","North End Pizza","http://www.northendpizzavb.com"
"Restaurants","Log Cabin Pancake House","http://www.logcabinpancakes.com\n* 3.2 Stars\n* Buffet but Pochahontas is supposed to be ""THE pancake place""\n"
"Restaurants","Kohr Brothers Frozen Custard","Four locations on the boardwalk.\n* http://www.kohrbros.com"
"Restaurants","Sweet Temptations Dessert Cafe","Not unless in the area & need a snack"
"Restaurants","Cheeseburger in Paradise","http://www.cheeseburgerinparadise.com"
"Restaurants","Salad Works","http://www.saladworks.com"
"Restaurants","La Dolce Vita","http://www.ldvsweets.com\n"
"Restaurants","Raven Restaurant","* 3.3 stars\n* http://www.theraven.com/menu.html\n* Nah"
"Restaurants","Pierce's Pitt Bar-B-Que","http://www.pierces.com"
"Restaurants","Jake's Smokehouse BBQ","3.5*\nhttp://www.jakessmokehousebbq.com/Default.aspx\nnot first choice!!!"
"Restaurants","The Maple Tree Pancake House","NOOOOO!\nVery recent reviews ALL BAD  including expensive $35 for 2 people and bad food.\nOld reviews over a year ago even though good are $35 for 2 people!"
"Restaurants","33rd Street Cafe","Great view, great food, great service. Not just kid friendly, but wifi access as well.\n* 3.9 stars \n* http://www.foursails.com/facility/33rd-street-cafe\n* Nah"
"Restaurants","Icehouse Restaurant","* 3.8 stars\n* $$\n* http://www.icehousevb.com\n* Prices aren't bad\n* A VA Beach Landmark since 1910"
"Restaurants","Sunrise Cafe","http://www.sunrisecafevb.com"
"Restaurants","Fresh Tapas and Tonics","* Hit or miss. All old reviews.\n* http://www.tripadvisor.com/Restaurant_Review-g58277-d952475-Reviews-Fresh_Tapas_Tonics-Virginia_Beach_Virginia.html"
"Restaurants","Duck Donuts","5 Stars\nhttps://duckdonuts.com"
"Restaurants","Gilly's Creamery","http://www.gillyscreamery.com"
"Restaurants","Route 58 Delicatessen (DDD)","http://www.58deli.com\n4.5 stars\nDiners, Drive-ins & Dives\n"
"Restaurants","Plaza Azteca","http://www.plazaazteca.com"
"Restaurants","Village Inn","http://www.villageinn.com/locations/700234"
"Restaurants","CP Shuckers","http://www.cpshuckers.com/indexs.php"
"Restaurants","Waffles and Company","* 3.3 stars\n* recent bad reviews. Expensive $35 for 2 people? NO\n* No website"
"Restaurants","Rigoletto Italian Bakery & Cafe (DDD)","http://rigolettoitalianbakery.com\nDDD"
"Restaurants","Eat American Bistro","* 4.4 stars\n* $$ (Expensive) \n* http://www.eatbistro.net/index.html"
"Restaurants","Tautog's Restaurant","http://www.tautogs.com\n* dinner only opens at 5:30\n* Doc Taylor's "
"Restaurants","Moseberth's Fried Chicken","http://www.moseberths.com"
"Restaurants","Get Fresh Cafe","Diners Drive-Ins and Dives\nhttp://simplyfreshcafe.net\nhttp://www.5ptsfarmmarket.org/get-fresh-cafe/"
"Restaurants","Croaker's Neighborhood Grill","http://www.croakersvb.com/indexs.php"
"Restaurants","Side Street Cantina","* Local's choice for great Mexican food in VA Beach.\n* 4.3 stars\n* http://www.sidestreetcantina.com\n* ""Great Mexican food with a twist of Peruvian infusion.""\n* Normal prices"
"Restaurants","Pocahontas Pancake House","Pancakes and waffles. Voted ""Best Pancake House in Virginia Beach"" by the Food Network.\n* http://www.pocahontaspancakes.com"
"Restaurants","Citrus ","* 4.3 stars\n*  http://citrusvb.com\n* Don't see a kids menu on website\n* Breakfast & Lunch\n* My thoughts: Not unless have to with kids."
"Restaurants","Nick's Hospitality Restaurant","Local's top pick for seafood. Addicting hush-puppies.\nhttps://www.facebook.com/nickshospitalityrestaurant"
"Restaurants","Witner's Barbecue (DDD)","Featured on ""Diners, Drive-ins, and Dives.""\nhttp://www.whitnersbbq.com/menu.htm"
"Restaurants","Rockfish Boardwalk Bar & Seagrill","http://www.rockfishvb.com/menus.aspx\n3 stars"
"Restaurants","Chix Seaside Grille & Bar","http://www.chixvb.com"
"Restaurants","RED ROBIN","Andrea :  Good \nNelly : Good  - Works Fri,Sat,Sun.\n\n\nSAMATHA : got meal right, had to ask for refill.  "
"Restaurants","HARD ROCK IN A/C","SNOOKIE : VERY  GOOD"
"Restaurants","VILLAGE GRILL","MICHAELA  : GOOD Blonde \n\nISABELLA ; VERY GOOD"
"Restaurants","MAYWOOD PANCAKE HOUSE","STEVEN : GOOD young tatoos (OFF WED. & THURS)"
"Restaurants","The Spot","Veggie burger place in Hermosa Beach"
"Restaurants","bachannal - amazing egg sandwich","http://gothamist.com/2015/01/21/breakfast_sandwich_omg.php?utm_source=Gothamist+Daily&utm_campaign=b19e03aa60-RSS_EMAIL_CAMPAIGN&utm_medium=email&utm_term=0_73240544d8-b19e03aa60-1423497"
